,Product Name,Reviews,Key Ingredients,Category,Tokens,Product_Sentiments
228,Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin ,Awesome product â¤ï¸,['Onion Seed Oil '],['Hair Oil' 'Hair Shampoo'],['onion' 'shampoo' 'hair' 'growth' 'hair' 'fall' 'control' 'onion' 'oil' 'plant' 'keratin'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'plant': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'keratin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Shampoo for Hair Growth and Hair Fall Control with Onion Oil and Plant Keratin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
229,Onion Hair Oil for Hair Regrowth and Hair Fall Control with Redensyl,Mamaearth oil free face moisturizer is too chemical free and best for skin.,['Onion Seed Oil '],['Hair Oil'],['onion' 'hair' 'oil' 'hair' 'regrowth' 'hair' 'fall' 'control' 'redensyl'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'regrowth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'redensyl': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Hair Oil for Hair Regrowth and Hair Fall Control with Redensyl': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
230,Mamaearth Epsom Bath Salt for Relaxation and Pain Relief  ,My son loves this toothpaste because of the flavor and fun packaging! Highly recommed to parents!,['Magnesium ' 'Detoxifying Sulphates ' 'Lavender Oil '],['NA'],['mamaearth' 'epsom' 'bath' 'salt' 'relaxation' 'pain' 'relief'],"{'mamaearth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'epsom': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bath': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'salt': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'relaxation': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'pain': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'relief': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Magnesium ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Detoxifying Sulphates ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Lavender Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Mamaearth Epsom Bath Salt for Relaxation and Pain Relief  ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 1}}"
231,Onion Hair Mask For Hair Fall Control With Onion Oil and Organic Bamboo Vinegar,This toothpaste is really awesome. My daughter just loves using it. Best part is that it is made with 100% natural ingredients and toxin free. Overall very good product,['Onion Oil '],['Hair Oil'],['onion' 'hair' 'mask' 'hair' 'fall' 'control' 'onion' 'oil' 'organic' 'bamboo' 'vinegar'],"{'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'organic': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'bamboo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'vinegar': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Hair Mask For Hair Fall Control With Onion Oil and Organic Bamboo Vinegar': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 4, 'Negative': 0, 'Neutral': 0}}"
232,Tea Tree Conditioner with Tea Tree & Ginger Oil for Dandruff Free Hair,Mamaearth berry blast toothpaste...a big thumbs up...my son like it's taste ..it is made up of 100% natural ingredients and free from fluoride .as it is made up of natural ingredients and no harmful chemicals it safe if kid swallow it..it's a good toothpaste for kids...highly recommended,['Tea Tree Oil '],['Hair Oil'],['tea' 'tree' 'conditioner' 'tea' 'tree' 'ginger' 'oil' 'dandruff' 'free' 'hair'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'ginger': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dandruff': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'free': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Conditioner with Tea Tree & Ginger Oil for Dandruff Free Hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
233,Hair Fall Control Kit,Excellent product. My daughter loves it quite well and the state of her teeth has visibly improved since we started to use this toothpaste.,[],['Hair Kit'],['hair' 'fall' 'control' 'kit'],"{'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Fall Control Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
235,Castor Oil for Healthier Skin Hair and Nails with 100% Pure and Natural ColdPressed Oil,Mamaearth bamboo wipes cleans and soothes the skin with vitamin E shea butter and aloe vera! Itâ€™s the best buy for your child!,['Castor Oil ' 'For Hair ' 'For Skin ' 'For Nails '],['Hair Oil' 'Body Kit'],['castor' 'oil' 'healthier' 'skin' 'hair' 'nails' '100' 'pure' 'natural' 'cold' 'press' 'oil'],"{'castor': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'healthier': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 1, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'nails': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '100': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'pure': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'natural': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cold': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'press': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Castor Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'For Hair ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'For Skin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'For Nails ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Castor Oil for Healthier Skin Hair and Nails with 100% Pure and Natural ColdPressed Oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
236,Hair Regrowth Combo : Onion Shampoo and Onion Conditioner,Berry flavoured blast that the kids just love! And the best part is that its perfectly fine if they swallow it too! Made with 100% safe ingredients this should be the toothpaste you should introduce your kids to!,['Onion Seed Oil '],['Hair Shampoo'],['hair' 'regrowth' 'combo' 'onion' 'shampoo' 'onion' 'conditioner'],"{'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'regrowth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'onion': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Onion Seed Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Regrowth Combo : Onion Shampoo and Onion Conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 3, 'Negative': 0, 'Neutral': 0}}"
237,Revitalizing Turmeric Kits,It is very good. Used earlier many brands but it tops my list. So mild fragrance n so soft on baby skin.. No alcohol n paraben.. Love its natural integrated,['Aloe Vera '],['NA'],['revitalize' 'turmeric' 'kits'],"{'revitalize': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kits': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Aloe Vera ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Revitalizing Turmeric Kits': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 3, 'Negative': 0, 'Neutral': 0}}"
238,Aloe Turmeric Gel for Skin & Hair 300ml (Saver Pack get 20% extra),It's really a good kit for new born.. bought it for my friends baby,[],['Body Kit'],['aloe' 'turmeric' 'gel' 'skin' 'hair' '300ml' 'saver' 'pack' '20' 'extra'],"{'aloe': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'gel': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '300ml': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'saver': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'pack': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '20': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'extra': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Aloe Turmeric Gel for Skin & Hair 300ml (Saver Pack get 20% extra)': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
239,Aloe Turmeric Gel for Skin & Hair,It's really effective and good.,[],['Body Kit'],['aloe' 'turmeric' 'gel' 'skin' 'hair'],"{'aloe': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'gel': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Body Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Aloe Turmeric Gel for Skin & Hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
240,Anti Acne Combo: Oil Free Moisturizer and Ultra Light Indian Sunscreen,The conditioner is wow,['Turmeric '],['NA'],['anti' 'acne' 'combo' 'oil' 'free' 'moisturizer' 'ultra' 'light' 'indian' 'sunscreen'],"{'anti': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'acne': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'free': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'moisturizer': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'ultra': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'light': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'indian': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sunscreen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Anti Acne Combo: Oil Free Moisturizer and Ultra Light Indian Sunscreen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
241,OilFree Face Moisturizer for AcneProne Skin,I m writing this review after few useges and I m absolutely in love with it ..it made my my hair look so volumeness and long which is not often in normal circumstances.frizzyness will be further reduced after few usages.so you need to be patient in that.it is a very safe products for you hair and scalp and you must own it..,['Apple Cider Vinegar ' 'Cetearyl Octanoate ' 'Betaine ' 'Fatty Acids '],['NA'],['oil' 'free' 'face' 'moisturizer' 'acne' 'prone' 'skin'],"{'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'free': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'moisturizer': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'acne': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'prone': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Apple Cider Vinegar ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Cetearyl Octanoate ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Betaine ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Fatty Acids ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'OilFree Face Moisturizer for AcneProne Skin': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
242,Ultra Light Indian Sunscreen with Carrot Seed Turmeric & SPF 50 PA+++ ,I love this roll on and It's a mist have for all moms. This helps in easy breathings especially when kids get troubled while they sleep. It's safe so I recommend to all. Easy to use and a wonderful product.,['Carrot Seed Oil '],['NA'],['ultra' 'light' 'indian' 'sunscreen' 'carrot' 'seed' 'turmeric' 'spf' '50' 'pa+++'],"{'ultra': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'light': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'indian': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'sunscreen': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'carrot': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'seed': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'turmeric': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'spf': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, '50': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'pa+++': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Carrot Seed Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ultra Light Indian Sunscreen with Carrot Seed Turmeric & SPF 50 PA+++ ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 4, 'Negative': 0, 'Neutral': 0}}"
245,Charcoal Secrets Combo: C3 Face Mask and Charcoal Facewash,Best product,['Charcoal ' 'Coffee ' 'Kaolin Clay '],['Face Wash' 'Face Mask'],['charcoal' 'secrets' 'combo' 'c3' 'face' 'mask' 'charcoal' 'facewash'],"{'charcoal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'secrets': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'c3': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'facewash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Charcoal ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coffee ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Kaolin Clay ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Charcoal Secrets Combo: C3 Face Mask and Charcoal Facewash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
247,Healthy Hair Combo : Shampoo and Conditioner,Very smooth and light on skin and provides long lasting hydration. It is also very cooling which i like during summer time. Nimmi,[],['Hair Shampoo'],['healthy' 'hair' 'combo' 'shampoo' 'conditioner'],"{'healthy': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'combo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Healthy Hair Combo : Shampoo and Conditioner': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 1}}"
248,Tea Tree Anti Dandruff Hair Mask,Really awesome and amazing product..must buyit literallyworks on very dry and chapped lips,['Tea Tree Oil '],['NA'],['tea' 'tree' 'anti' 'dandruff' 'hair' 'mask'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'anti': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'dandruff': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Anti Dandruff Hair Mask': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
249,Natural Radiance Day Cream,It's a great product from mamaearth I can say. It has Mamaearth charcoal face wash. The fragrance is best...Cleanse my face nicely.. overall worth buying.,['Pomegranate Oil ' 'All skin type The cream is suitable for all skin type.' 'Sun Protection The cream can be used by anyone looking for protection from sun exposure.'],['NA'],['natural' 'radiance' 'day' 'cream'],"{'natural': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'radiance': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'day': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Pomegranate Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'All skin type The cream is suitable for all skin type.': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Sun Protection The cream can be used by anyone looking for protection from sun exposure.': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Natural Radiance Day Cream': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 1}}"
250,Ubtan Face Wash for Tan Removal,I am using the all of products of mamaearth...lotion is verry good moisturizer and its smel so nyc...I m using this product my new born baby and also my 10 yrs old boy...too good,['Turmeric ' 'Walnut Beads ' 'Licorice Extract ' 'Carrot Oil '],['Face Wash'],['ubtan' 'face' 'wash' 'tan' 'removal'],"{'ubtan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'face': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tan': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'removal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Turmeric ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Walnut Beads ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Licorice Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Carrot Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Ubtan Face Wash for Tan Removal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
251,Tea Tree Facewash for acne & pimples,For baby skin that constantly flaked and dry this is a lifesaver. Love it.,['Neem ' 'Aloe Vera ' 'Tea Tree Oil '],['Face Wash'],['tea' 'tree' 'facewash' 'acne' 'pimple'],"{'tea': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'tree': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'facewash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'acne': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'pimple': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Neem ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Aloe Vera ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Tea Tree Facewash for acne & pimples': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 2, 'Negative': 0, 'Neutral': 0}}"
252,Charcoal Facewash for oil control,Nice product,['Charcoal ' 'Clay ' 'Coffee '],['Face Wash'],['charcoal' 'facewash' 'oil' 'control'],"{'charcoal': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'facewash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'oil': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Charcoal ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Clay ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Coffee ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Face Wash': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Charcoal Facewash for oil control': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
253,Anti Hair Fall Kit for complete hair care,With changing weather I tend to get itchy and dry scalp with leads to dandruff. Mamaearth happy heads shampoo is great for controlling it.,['Bhringraj Oil ' 'Biotin ' 'All hair type  The kit is suitable for all hair type'],['Hair Kit'],['anti' 'hair' 'fall' 'kit' 'complete' 'hair' 'care'],"{'anti': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'fall': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'complete': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'care': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Bhringraj Oil ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Biotin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'All hair type  The kit is suitable for all hair type': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Kit': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Anti Hair Fall Kit for complete hair care': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 1, 'Neutral': 0}}"
254,ProGrowth Hair Tonic for better hair growth,I have been using this kit for more than 1 month and so far I have seen some visible result it definitely reduced my hair fall and I can see few new hair on my scalp it's a must use product for anyone losing hair and wants to grow it back. Thank you mama earth,['Korean Red Ginseng '],['NA'],['pro' 'growth' 'hair' 'tonic' 'well' 'hair' 'growth'],"{'pro': {'Positive': 0, 'Negative': 0, 'Neutral': 1}, 'growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 2}, 'tonic': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'well': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Korean Red Ginseng ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'NA': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'ProGrowth Hair Tonic for better hair growth': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 1}}"
256,Happy Heads Shampoo for healthy & stronger hair,Recently I started to take green tea... One of my friend recommend me Mamaearth green tea.. Really amazing.. Just sit back and relax with organic tea...,['Biotin ' 'Horse Chestnut ' 'Amla Extract ' 'All hair type The shampoo is suitable for all hair type.'],['Hair Shampoo'],['happy' 'heads' 'shampoo' 'healthy' 'strong' 'hair'],"{'happy': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'heads': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'healthy': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'strong': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Biotin ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Horse Chestnut ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Amla Extract ': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'All hair type The shampoo is suitable for all hair type.': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Hair Shampoo': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, 'Happy Heads Shampoo for healthy & stronger hair': {'Positive': 0, 'Negative': 0, 'Neutral': 0}, ' ': {'Positive': 1, 'Negative': 0, 'Neutral': 0}}"
